X	Row.names	T8_LG_p_val	T8_LG_avg_logFC	T8_LG_pct.1	T8_LG_pct.2	T8_LG_p_val_adj	keggList..spu..	ID	gene_id	gene_short_name	cell_group	marker_score	mean_expression	fraction_expressing	specificity	pseudo_R2	marker_test_p_value	marker_test_q_value	V1	uniprot	u_ev	spurAcc	s_ev	spID02	sp_ecb	dmel	dmel_ev	cel_ID	cel_ev	cel_sym	HitAcc	HitDesc	E.Value
547	LOC100888596	1.71e-8	0.698404917	0.348	0.067	3.72697e-4	uncharacterized protein LOC100888596 isoform X1	spu:100888596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7344	LOC105445154	5.73e-8	0.697511624	0.391	0.09	0.001250723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20582	LOC581681	0.005437631	0.697366563	0.348	0.165	1	UMP-CMP kinase isoform X1	spu:581681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5379	LOC105439929	8.79621e-4	0.695624376	0.348	0.142	1	borealin	spu:105439929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18610	LOC577954	9.37e-7	0.695473618	0.913	0.529	0.020457071	ribosome biogenesis protein NSA2 homolog	spu:577954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22512	LOC585998	1.97e-6	0.69491265	0.609	0.263	0.042917065	LOW QUALITY PROTEIN: peregrin	spu:585998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8239	LOC105447543	3.04e-20	0.693880369	0.304	0.022	6.63e-16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28198	LOC764515	0.003598723	0.693168601	0.391	0.2	1	upstream activation factor subunit spp27	spu:764515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22310	LOC585512	4.66e-6	0.692967256	0.696	0.377	0.101610244	cyclin-T1	spu:585512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20138	LOC580810	7.5e-7	0.692623524	0.957	0.662	0.016374764	trichohyalin	spu:580810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24307	LOC590272	3.17e-6	0.691853617	0.609	0.262	0.069155605	protein AF-10 isoform X2	spu:590272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20039	LOC580614	9.08e-5	0.691817852	0.304	0.089	1	R3H domain-containing protein 2 isoform X1	spu:580614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2249	LOC100891349	1.99e-5	0.690865293	0.348	0.102	0.434278997	zinc finger protein 652-B	spu:100891349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18418	LOC577629	2.53e-6	0.690694978	0.913	0.65	0.055191308	nucleolysin TIAR isoform X2	spu:577629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7975	LOC105446793	1.21e-5	0.689676314	0.826	0.535	0.265099006	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4-like	spu:105446793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2200	LOC100891267	1.82671e-4	0.687414477	0.522	0.243	1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1 isoform X2	spu:100891267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17278	LOC575570	2.523e-4	0.68658905	0.348	0.122	1	E3 ubiquitin-protein ligase MGRN1 isoform X1	spu:575570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20176	LOC580885	3.75e-5	0.684693156	0.609	0.275	0.818568679	uncharacterized protein LOC580885	spu:580885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18994	LOC578672	1.47e-10	0.68349019	1	0.991	3.21e-6	heterogeneous nuclear ribonucleoprotein U isoform X3	spu:578672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16586	LOC373348	6.1e-11	0.682926028	0.348	0.053	1.33e-6	late histone H2A.L3	spu:373348	LOC105320408	histone H2A	2	0.221071272695313	9.48297073438637	0.877470355731225	0.251941585549163	0.172263250900535	1.71276874623586e-87	6.81332556177639e-82	lcl|NW_011937783.1_cds_XP_011416641.1_40069	sp|P84057|H2A_TIGCA	7.3e-51	NP_999718.1	1.61e-49	47551085	ECB-GENE-23091438	FBgn0053865	1.3e-92	C50F4.13.2	3.14e-47	his-35	XP_011416641.1	PREDICTED: histone H2A [Crassostrea gigas]XP_011416645.1 PREDICTED: histone H2A [Crassostrea gigas]XP_011416647.1 PREDICTED: histone H2A [Crassostrea gigas]XP_011416650.1 PREDICTED: histone H2A [Crassostrea gigas]XP_011416654.1 PREDICTED: histone H2A [Crassostrea gigas]XP_011416657.1 PREDICTED: histone H2A [Crassostrea gigas]XP_011416661.1 PREDICTED: histone H2A [Crassostrea gigas]	4e-51
2339	LOC100891485	1.99457e-4	0.679072224	0.304	0.095	1	uncharacterized protein LOC100891485 isoform X1	spu:100891485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20143	LOC580822	6.27e-5	0.677412062	0.478	0.201	1	spectrin alpha chain, non-erythrocytic 1 isoform X1	spu:580822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25611	LOC593178	4.12e-7	0.677257181	0.478	0.143	0.008989172	histone deacetylase 4 isoform X1	spu:593178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22014	LOC584784	0.014368361	0.677029209	0.391	0.25	1	protein RRP5 homolog	spu:584784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3784	LOC100893899	1.47303e-4	0.676820572	0.391	0.15	1	LOW QUALITY PROTEIN: kinesin-like protein KIF13A	spu:100893899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3226	LOC100893012	9.53e-7	0.676363086	0.435	0.124	0.020805357	zinc finger protein 816	spu:100893012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27848	LOC763313	1.75e-5	0.676319353	0.826	0.558	0.382589787	12 kDa FK506-binding protein	spu:763313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21300	LOC583101	9.57e-5	0.67581064	0.783	0.635	1	endothelial differentiation-related factor 1	spu:583101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
675	LOC100888798	0.008014892	0.67550744	0.348	0.182	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16531	LOC373247	1.42123e-4	0.675082233	0.652	0.35	1	nuclear intermediate filament protein	spu:373247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19256	LOC579162	1.94e-7	0.673207089	0.304	0.06	0.004237876	enhancer of mRNA-decapping protein 4 isoform X1	spu:579162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27771	LOC763090	1.29e-5	0.671478131	0.391	0.121	0.282565515	zinc finger protein 260-like	spu:763090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24575	LOC590901	1.94895e-4	0.671181329	0.739	0.413	1	ubiquitin-conjugating enzyme E2 C	spu:590901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27915	LOC763510	4.37e-10	0.670559696	0.261	0.033	9.53e-6	ATP-binding cassette sub-family F member 3	spu:763510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18457	LOC577686	0.003036992	0.670414796	0.652	0.499	1	uncharacterized protein DDB_G0284459 isoform X2	spu:577686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24313	LOC590286	5.94e-6	0.669263551	0.478	0.168	0.129676564	protein Spindly-A	spu:590286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24545	LOC590827	9.88e-5	0.669052582	0.435	0.174	1	DNA-directed RNA polymerases I and III subunit RPAC1	spu:590827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25847	LOC593803	1.46e-5	0.668574341	0.565	0.239	0.318866713	nuclear receptor-binding protein	spu:593803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18689	LOC578093	2.66e-8	0.667191169	0.478	0.124	5.80938e-4	LOW QUALITY PROTEIN: transportin-1	spu:578093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25170	LOC592218	6.02223e-4	0.666367641	0.304	0.105	1	sperm-associated antigen 7	spu:592218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23568	LOC588563	3.61334e-4	0.666073447	0.652	0.424	1	cAMP-dependent protein kinase type I-alpha regulatory subunit isoform X1	spu:588563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23862	LOC589254	0.007404195	0.661880013	0.435	0.266	1	nipped-B-like protein A	spu:589254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4567	LOC105437916	2.65e-13	0.66152814	0.261	0.025	5.78e-9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20479	LOC581481	2.69e-141	0.660617409	0.261	0.002	5.88e-137	PC-esterase domain-containing protein 1A	spu:581481	LOC105349033	homeobox protein 2	4	0.207976319035317	1.20995672734053	0.745398773006135	0.279013497965075	0.222975002244646	2.30250268655688e-93	9.15926358701579e-88	lcl|NW_011937398.1_cds_XP_019918194.1_35349	sp|Q9H1Q7|PED1A_HUMAN	1.1e-92	XP_030841298.1	1.2e-89	1752361319	ECB-GENE-23073384	FBgn0030940	1.01e-6	D2030.8.2	6.22e-33	D2030.8	XP_011456984.1	PREDICTED: homeobox protein 2 [Crassostrea gigas]XP_019918194.1 PREDICTED: homeobox protein 2 [Crassostrea gigas]XP_019918195.1 PREDICTED: homeobox protein 2 [Crassostrea gigas]XP_019918196.1 PREDICTED: homeobox protein 2 [Crassostrea gigas]	0
20479	LOC581481	2.69e-141	0.660617409	0.261	0.002	5.88e-137	PC-esterase domain-containing protein 1A	spu:581481	LOC105349033	homeobox protein 2	4	0.207976319035317	1.20995672734053	0.745398773006135	0.279013497965075	0.222975002244646	2.30250268655688e-93	9.15926358701579e-88	lcl|NW_011937398.1_cds_XP_019918195.1_35350	sp|Q9H1Q7|PED1A_HUMAN	1.1e-92	XP_030841298.1	1.2e-89	1752361319	ECB-GENE-23073384	FBgn0030940	1.01e-6	D2030.8.2	6.22e-33	D2030.8	XP_011456984.1	PREDICTED: homeobox protein 2 [Crassostrea gigas]XP_019918194.1 PREDICTED: homeobox protein 2 [Crassostrea gigas]XP_019918195.1 PREDICTED: homeobox protein 2 [Crassostrea gigas]XP_019918196.1 PREDICTED: homeobox protein 2 [Crassostrea gigas]	0
20479	LOC581481	2.69e-141	0.660617409	0.261	0.002	5.88e-137	PC-esterase domain-containing protein 1A	spu:581481	LOC105349033	homeobox protein 2	4	0.207976319035317	1.20995672734053	0.745398773006135	0.279013497965075	0.222975002244646	2.30250268655688e-93	9.15926358701579e-88	lcl|NW_011937398.1_cds_XP_019918196.1_35351	sp|Q9H1Q7|PED1A_HUMAN	1.1e-92	XP_030841298.1	1.2e-89	1752361319	ECB-GENE-23073384	FBgn0030940	1.01e-6	D2030.8.2	6.22e-33	D2030.8	XP_011456984.1	PREDICTED: homeobox protein 2 [Crassostrea gigas]XP_019918194.1 PREDICTED: homeobox protein 2 [Crassostrea gigas]XP_019918195.1 PREDICTED: homeobox protein 2 [Crassostrea gigas]XP_019918196.1 PREDICTED: homeobox protein 2 [Crassostrea gigas]	0
20479	LOC581481	2.69e-141	0.660617409	0.261	0.002	5.88e-137	PC-esterase domain-containing protein 1A	spu:581481	LOC105349033	homeobox protein 2	4	0.207976319035317	1.20995672734053	0.745398773006135	0.279013497965075	0.222975002244646	2.30250268655688e-93	9.15926358701579e-88	lcl|NW_011937398.1_cds_XP_011456984.1_35352	sp|Q9H1Q7|PED1A_HUMAN	1.1e-92	XP_030841298.1	1.2e-89	1752361319	ECB-GENE-23073384	FBgn0030940	1.01e-6	D2030.8.2	6.22e-33	D2030.8	XP_011456984.1	PREDICTED: homeobox protein 2 [Crassostrea gigas]XP_019918194.1 PREDICTED: homeobox protein 2 [Crassostrea gigas]XP_019918195.1 PREDICTED: homeobox protein 2 [Crassostrea gigas]XP_019918196.1 PREDICTED: homeobox protein 2 [Crassostrea gigas]	0
25254	LOC592411	9.01713e-4	0.659979214	0.304	0.11	1	protein CWC15 homolog A	spu:592411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28359	LOC767501	4.76e-5	0.659393282	0.435	0.167	1	AP-1 complex subunit beta-1	spu:767501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18281	LOC577383	2.12e-6	0.659334012	0.391	0.107	0.0461633	RNA polymerase II-associated protein 3	spu:577383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20053	LOC580638	0.003154962	0.658857768	0.304	0.13	1	splicing factor 3B subunit 2 isoform X1	spu:580638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16588	LOC373350	0.01395024	0.658144331	0.783	0.725	1	histone H1-gamma, late	spu:373350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18707	LOC578132	2.96e-5	0.657457391	0.304	0.081	0.645690186	ADP-ribosylation factor-like protein 5B	spu:578132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20378	LOC581268	0.001303894	0.65708329	0.435	0.217	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3343	LOC100893206	7.47e-107	0.656991724	0.261	0.003	1.63e-102	serine/threonine-protein kinase 31	spu:100893206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3530	LOC100893494	2.1e-6	0.656554025	0.783	0.429	0.045806033	RWD domain-containing protein 4	spu:100893494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17628	LOC576192	0.006674901	0.656187628	0.478	0.282	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19258	LOC579169	0.001683856	0.65600246	0.348	0.152	1	uncharacterized protein LOC579169 isoform X1	spu:579169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26866	LOC754059	3.45e-5	0.655931362	0.565	0.272	0.753396886	uncharacterized protein LOC754059 isoform X1	spu:754059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25285	LOC592467	6.42347e-4	0.655902128	0.522	0.277	1	N-lysine methyltransferase KMT5A	spu:592467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17384	LOC575746	6.76e-6	0.655184799	0.652	0.302	0.147600759	NK-tumor recognition protein isoform X1	spu:575746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2142	LOC100891173	1.23e-6	0.654991662	0.261	0.05	0.026737015	disks large homolog 5 isoform X1	spu:100891173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19973	LOC580482	0.001832847	0.654940862	0.348	0.15	1	CCAAT/enhancer-binding protein zeta	spu:580482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23211	LOC587682	3.16e-7	0.653034436	0.304	0.061	0.006905046	uncharacterized protein LOC587682	spu:587682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
199	LOC100888025	0.003102986	0.652870091	0.609	0.416	1	male-specific lethal 1-like 1	spu:100888025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22153	LOC585134	0.005623295	0.651612855	0.304	0.137	1	cyclin-L1	spu:585134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17097	LOC575216	2.43074e-4	0.649865699	0.739	0.51	1	probable helicase with zinc finger domain isoform X1	spu:575216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24060	LOC589715	3.68233e-4	0.64981486	0.261	0.078	1	FYVE, RhoGEF and PH domain-containing protein 4	spu:589715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17321	LOC575642	2.22e-6	0.64801159	0.391	0.108	0.048425696	ESF1 homolog isoform X1	spu:575642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20702	LOC581890	1.86e-6	0.647982974	0.391	0.106	0.040642913	ragulator complex protein LAMTOR1 isoform X1	spu:581890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17633	LOC576200	7.66e-5	0.644700068	0.739	0.51	1	SH2 domain-containing protein 4B isoform X5	spu:576200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25067	LOC592003	3.58e-6	0.643666345	0.348	0.092	0.078026963	GPALPP motifs-containing protein 1	spu:592003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24716	LOC591262	7.02139e-4	0.641596626	0.391	0.169	1	V-type proton ATPase subunit G	spu:591262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18917	LOC578529	4.09958e-4	0.641146027	0.348	0.132	1	angiogenic factor with G patch and FHA domains 1 isoform X1	spu:578529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25408	LOC592748	3.28e-6	0.640296996	0.348	0.09	0.071677876	centrobin	spu:592748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24414	LOC590522	1.5e-6	0.639618529	0.304	0.066	0.032657264	smad nuclear-interacting protein 1	spu:590522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4123	LOC105436821	0.001026932	0.638395711	0.652	0.467	1	M-phase phosphoprotein 8	spu:105436821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8117	LOC105447194	1.23e-8	0.638313203	1	0.994	2.68305e-4	gamma-aminobutyric acid receptor-associated protein	spu:105447194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16752	LOC574582	5.21935e-4	0.636854423	0.652	0.374	1	disks large-associated protein 5	spu:574582	LOC105325769	disks large-associated protein 5	11	0.23949944914977	4.7012066237589	0.986175115207373	0.242856918063084	0.441570219262992	1.68014627397732e-102	6.68355467203081e-97	lcl|NW_011934633.1_cds_XP_011423802.1_458	sp|Q8K4R9|DLGP5_MOUSE	1.61e-34	XP_030829847.1	1.67e-35	1752402920	ECB-GENE-23178310	NA	NA	NA	NA	NA	XP_011423802.1	PREDICTED: disks large-associated protein 5 [Crassostrea gigas]	0
25770	LOC593605	5.32e-5	0.636577776	0.565	0.263	1	ribosome biogenesis protein NOP53	spu:593605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990	LOC100890919	5.42e-5	0.635998771	0.391	0.139	1	zinc finger protein 345	spu:100890919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22032	LOC584837	9.42e-5	0.635974278	0.652	0.373	1	histone lysine demethylase PHF8 isoform X1	spu:584837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20593	LOC581708	3.15303e-4	0.635743292	0.478	0.217	1	transcription initiation factor TFIID subunit 1	spu:581708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23660	LOC588769	7.05e-8	0.635327323	0.261	0.042	0.001538945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17787	LOC576487	1.01886e-4	0.634659797	0.565	0.29	1	zinc finger RNA-binding protein isoform X1	spu:576487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19928	LOC580394	0.001007925	0.634314425	0.348	0.145	1	RING finger protein 150	spu:580394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26098	LOC594510	1.35161e-4	0.634083389	0.522	0.238	1	nuclear protein MDM1	spu:594510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22699	LOC586433	9.3e-7	0.63290451700000006	0.261	0.048	0.020287787	myosin heavy chain, muscle isoform X1	spu:586433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19772	LOC580091	8.48e-5	0.631059709	0.609	0.298	1	N-alpha-acetyltransferase 11	spu:580091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24653	LOC591084	1.5e-5	0.63082658	0.913	0.647	0.326370314	histone-lysine N-methyltransferase 2C isoform X11	spu:591084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23756	LOC589004	2.0273e-4	0.630252624	0.435	0.177	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21011	LOC582486	7.1245e-4	0.630147369	0.478	0.241	1	RNA-binding protein 8A	spu:582486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
